symbol,publishedDate,title,image,site,text,url
ULTA,2025-05-30 17:35:44,S&P 500 Gains & Losses Today: Ulta Beauty Stock Soars; Regeneron Shares Plummet,https://images.financialmodelingprep.com/news/sp-500-gains-losses-today-ulta-beauty-stock-soars-regeneron-20250530.jpg,investopedia.com,Major U.S. equities indexes were mixed in the final session of the holiday-shortened trading week as President Donald Trump reverted to an antagonistic tone on trade with China and the latest Personal Consumption Expenditures data showed that inflation fell more than expected in April.,https://www.investopedia.com/s-and-p-500-gains-and-losses-today-ulta-beauty-stock-soars-regeneron-shares-plummet-11745646
ULTA,2025-05-30 14:14:41,Top Stocks Gain Strength As Retailers Diverge; This Stock Plunges 18%,https://images.financialmodelingprep.com/news/top-stocks-gain-strength-as-retailers-diverge-this-stock-20250530.jpg,investors.com,Ulta raised its profit forecast for the current fiscal year. The stock rallied.,https://www.investors.com/news/top-stocks-retail-earnings-ulta-stock/
ULTA,2025-05-30 13:02:16,"Ulta Beauty Q1 sales rise amid resilient customer demand, shares pop",https://images.financialmodelingprep.com/news/ulta-beauty-q1-sales-rise-amid-resilient-customer-demand-20250530.jpg,proactiveinvestors.com,Ulta Beauty Inc (NASDAQ:ULTA) shares jumped more than 11% after it reported better-than-expected first quarter earnings and raised its full-year guidance. Earnings per share of $6.70 were significantly higher than the Wall Street estimate of $5.77.,https://www.proactiveinvestors.com/companies/news/1072181
ULTA,2025-05-30 12:30:42,"Top Stock Movers Now: Regeneron, Ulta Beauty, Cooper, and More",https://images.financialmodelingprep.com/news/top-stock-movers-now-regeneron-ulta-beauty-cooper-and-20250530.jpg,investopedia.com,"U.S. equities were lower at midday as the market focused on the future of U.S.-China trade. The Dow Jones Industrial Average, S&P 500, and Nasdaq all lost ground.",https://www.investopedia.com/top-stock-movers-now-regeneron-ulta-beauty-cooper-and-more-11745329
ULTA,2025-05-30 12:26:05,"Ulta Beauty's Q1 Earnings & Sales Beat Estimates, FY25 View Raised",https://images.financialmodelingprep.com/news/ulta-beautys-q1-earnings-sales-beat-estimates-fy25-view-20250530.jpg,zacks.com,"ULTA posts strong first-quarter sales growth, beating estimates as comparable sales gains and new stores fuel momentum. Fiscal 2025 guidance is updated.",https://www.zacks.com/stock/news/2479656/ulta-beauty-s-q1-earnings-sales-beat-estimates-fy25-view-raised?cid=CS-STOCKNEWSAPI-FT-analyst_blog|earnings_article-2479656
ULTA,2025-05-30 10:30:06,"DELL Mixed Earnings, ZS Moves Higher, ULTA Soars to 52-Week High",https://images.financialmodelingprep.com/news/dell-mixed-earnings-zs-moves-higher-ulta-soars-to-20250530.jpg,youtube.com,Ulta Beauty (ULTA) continued strong industry trends by beating earnings and raising guidance. Dell Technologies (DELL) didn't have as strong a showing in its earnings despite demand for its A.I.,https://www.youtube.com/watch?v=4DBwYZw5cnw
ULTA,2025-05-30 00:12:25,Ulta says consumers are looking to beauty products for 'a comfort and escape' from the world's stress,https://images.financialmodelingprep.com/news/ulta-says-consumers-are-looking-to-beauty-products-for-20250530.jpg,businessinsider.com,"Ulta Beauty's revenue rose 4.5% in the first quarter, driven by strong beauty product sales. People are buying beauty products as a comfort amid economic uncertainty, the CEO said.",https://www.businessinsider.com/ulta-earnings-customers-buying-beauty-products-escape-stress-makeup-2025-5
ULTA,2025-05-29 19:06:06,"Compared to Estimates, Ulta (ULTA) Q1 Earnings: A Look at Key Metrics",https://images.financialmodelingprep.com/news/compared-to-estimates-ulta-ulta-q1-earnings-a-look-20250529.jpg,zacks.com,"Although the revenue and EPS for Ulta (ULTA) give a sense of how its business performed in the quarter ended April 2025, it might be worth considering how some key metrics compare with Wall Street estimates and the year-ago numbers.",https://www.zacks.com/stock/news/2479242/compared-to-estimates-ulta-ulta-q1-earnings-a-look-at-key-metrics?cid=CS-STOCKNEWSAPI-FT-fundamental_analysis|nfm-2479242
ULTA,2025-05-29 18:56:29,"Ulta Beauty, Inc. (ULTA) Q1 2025 Earnings Call Transcript",https://images.financialmodelingprep.com/news/ulta-beauty-inc-ulta-q1-2025-earnings-call-transcript-20250529.jpg,seekingalpha.com,"Ulta Beauty, Inc. (NASDAQ:ULTA ) Q1 2025 Earnings Conference Call May 29, 2025 4:30 PM ET Company Participants Kiley Rawlins - SVP, IR Kecia Steelman - President & CEO Paula Oyibo - CFO Conference Call Participants Rupesh Parikh - Oppenheimer Olivia Tong - Raymond James Susan Anderson - Canaccord Genuity Korinne Wolfmeyer - Piper Sandler Christopher Horvers - JPMorgan Simeon Siegel - BMO Capital Markets Kate McShane - Goldman Sachs Katie Fleming - Cowen and Company Krisztina Katai - Deutsche Bank Mark Altschwager - Baird Michael Lasser - UBS Michael Baker - D.A. Davidson Sidney Vranesh - Jefferies Operator Good afternoon, everyone.",https://seekingalpha.com/article/4791043-ulta-beauty-inc-ulta-q1-2025-earnings-call-transcript
ULTA,2025-05-29 18:16:05,Ulta Beauty (ULTA) Beats Q1 Earnings and Revenue Estimates,https://images.financialmodelingprep.com/news/ulta-beauty-ulta-beats-q1-earnings-and-revenue-estimates-20250529.jpg,zacks.com,"Ulta Beauty (ULTA) came out with quarterly earnings of $6.70 per share, beating the Zacks Consensus Estimate of $5.77 per share. This compares to earnings of $6.47 per share a year ago.",https://www.zacks.com/stock/news/2479202/ulta-beauty-ulta-beats-q1-earnings-and-revenue-estimates?cid=CS-STOCKNEWSAPI-FT-tale_of_the_tape|yseop_template_4-2479202
ULTA,2025-05-29 17:11:00,Ulta Beauty is warning about consumer 'uncertainty.' It still nudged its forecast higher.,https://images.financialmodelingprep.com/news/ulta-beauty-is-warning-about-consumer-uncertainty-it-still-20250529.jpg,marketwatch.com,Shares of Ulta Beauty rallied after hours on Thursday as the cosmetics retailer grew slightly more upbeat on the year ahead — while still warning its outlook reflected “uncertainty around how consumer demand could evolve” amid concerns over tariffs and inflation.,https://www.marketwatch.com/story/ulta-beauty-is-warning-about-consumer-uncertainty-it-still-nudged-its-forecast-higher-6f43354e
ULTA,2025-05-29 16:37:00,Ulta Beauty Raises Full-Year Outlook After Results Beat Estimates,https://images.financialmodelingprep.com/news/ulta-beauty-raises-fullyear-outlook-after-results-beat-estimates-20250529.jpg,wsj.com,"Same-store sales increased 2.9%, beating the 0.2% bump Wall Street was anticipating. An increase in average ticket and the number of transactions helped drive same-store-sales growth, Ulta said.",https://www.wsj.com/business/earnings/ulta-beauty-raises-full-year-outlook-after-results-beat-estimates-944f92bd
ULTA,2025-05-29 16:05:00,Ulta Beauty Announces First Quarter Fiscal 2025 Results,https://images.financialmodelingprep.com/news/ulta-beauty-announces-first-quarter-fiscal-2025-results-20250529.jpg,businesswire.com,"BOLINGBROOK, Ill.--(BUSINESS WIRE)--Ulta Beauty Announces First Quarter Fiscal 2025 Results.",https://www.businesswire.com/news/home/20250529628147/en/Ulta-Beauty-Announces-First-Quarter-Fiscal-2025-Results/
ULTA,2025-05-28 16:05:00,Ulta Beauty to Participate in Upcoming Investor Conference,https://images.financialmodelingprep.com/news/ulta-beauty-to-participate-in-upcoming-investor-conference-20250528.jpg,businesswire.com,"BOLINGBROOK, Ill.--(BUSINESS WIRE)--Ulta Beauty to Participate in Upcoming Investor Conference.",https://www.businesswire.com/news/home/20250528920090/en/Ulta-Beauty-to-Participate-in-Upcoming-Investor-Conference/
ULTA,2025-05-27 14:40:32,Ulta Beauty's AI Strategy Drives a 95% Customer Repurchase Rate,https://images.financialmodelingprep.com/news/ulta-beautys-ai-strategy-drives-a-95-customer-repurchase-20250527.jpg,pymnts.com,Ulta Beauty has built a fan following by making cosmetics accessible to the everyday shopper: It stocks not only premium brands but also mass-market cosmetics. This understanding that consumers buy both high-end and mass brands in cosmetics has propelled the U.S. retailer's growth.,https://www.pymnts.com/news/retail/2025/ulta-beauty-ai-strategy-95percent-customer-repurchase-rate/
ULTA,2025-05-23 11:55:41,Ulta Gets A Touch-Up: JPMorgan Lifts Price Target Ahead Of Q1 Earnings,https://images.financialmodelingprep.com/news/ulta-gets-a-touchup-jpmorgan-lifts-price-target-ahead-20250523.jpg,benzinga.com,"JPMorgan analyst Christopher Horvers reiterated the Overweight rating on Ulta Beauty, Inc. ULTA, raising the price forecast from $475 to $477.",https://www.benzinga.com/trading-ideas/movers/25/05/45591091/ulta-gets-a-touch-up-jpmorgan-lifts-price-target-ahead-of-q1-earnings
ULTA,2025-05-23 10:21:27,What Analyst Projections for Key Metrics Reveal About Ulta (ULTA) Q1 Earnings,https://images.financialmodelingprep.com/news/what-analyst-projections-for-key-metrics-reveal-about-ulta-20250523.jpg,zacks.com,Get a deeper insight into the potential performance of Ulta (ULTA) for the quarter ended April 2025 by going beyond Wall Street's top -and-bottom-line estimates and examining the estimates for some of its key metrics.,https://www.zacks.com/stock/news/2476572/what-analyst-projections-for-key-metrics-reveal-about-ulta-ulta-q1-earnings?cid=CS-STOCKNEWSAPI-FT-fundamental_analysis|nfm_preview-2476572
ULTA,2025-05-23 10:16:08,How Should You Play Ulta Beauty Stock Ahead of Q1 Earnings Release?,https://images.financialmodelingprep.com/news/how-should-you-play-ulta-beauty-stock-ahead-of-q1-20250523.jpg,zacks.com,"ULTA's Q1 results are likely to reflect omni-channel gains and growing skincare sales, but rising costs and makeup softness may pressure margins.",https://www.zacks.com/stock/news/2476560/how-should-you-play-ulta-beauty-stock-ahead-of-q1-earnings-release?cid=CS-STOCKNEWSAPI-FT-analyst_blog|earnings_preview-2476560
ULTA,2025-05-22 11:06:25,Ulta Beauty (ULTA) Expected to Beat Earnings Estimates: Can the Stock Move Higher?,https://images.financialmodelingprep.com/news/ulta-beauty-ulta-expected-to-beat-earnings-estimates-can-20250522.jpg,zacks.com,Ulta (ULTA) possesses the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,https://www.zacks.com/stock/news/2476061/ulta-beauty-ulta-expected-to-beat-earnings-estimates-can-the-stock-move-higher?cid=CS-STOCKNEWSAPI-FT-tale_of_the_tape|yseop_template_9-2476061
ULTA,2025-05-19 18:51:04,Ulta Beauty (ULTA) Stock Falls Amid Market Uptick: What Investors Need to Know,https://images.financialmodelingprep.com/news/ulta-beauty-ulta-stock-falls-amid-market-uptick-what-20250519.jpg,zacks.com,"Ulta Beauty (ULTA) closed at $410.09 in the latest trading session, marking a -0.7% move from the prior day.",https://www.zacks.com/stock/news/2474283/ulta-beauty-ulta-stock-falls-amid-market-uptick-what-investors-need-to-know?cid=CS-STOCKNEWSAPI-FT-tale_of_the_tape|yseop_template_6-2474283
ULTA,2025-05-19 11:10:12,"ULTA Rises 13% in a Month: Should You Buy, Sell or Hold the Stock?",https://images.financialmodelingprep.com/news/ulta-rises-13-in-a-month-should-you-buy-20250519.jpg,zacks.com,"Ulta Beauty stays focused on long-term growth, balancing innovation and omnichannel strength while navigating category softness and rising costs.",https://www.zacks.com/stock/news/2474057/ulta-rises-13-in-a-month-should-you-buy-sell-or-hold-the-stock?cid=CS-STOCKNEWSAPI-FT-analyst_blog|rank_focused-2474057
ULTA,2025-05-15 16:05:00,"Ulta Beauty to Report First Quarter Fiscal 2025 Results on May 29, 2025",https://images.financialmodelingprep.com/news/ulta-beauty-to-report-first-quarter-fiscal-2025-results-20250515.jpg,businesswire.com,"BOLINGBROOK, Ill.--(BUSINESS WIRE)--Ulta Beauty to Report First Quarter Fiscal 2025 Results on May 29, 2025.",https://www.businesswire.com/news/home/20250515064423/en/Ulta-Beauty-to-Report-First-Quarter-Fiscal-2025-Results-on-May-29-2025/
ULTA,2025-05-13 18:50:50,Ulta Beauty (ULTA) Stock Declines While Market Improves: Some Information for Investors,https://images.financialmodelingprep.com/news/ulta-beauty-ulta-stock-declines-while-market-improves-some-20250513.jpg,zacks.com,"In the closing of the recent trading day, Ulta Beauty (ULTA) stood at $412.23, denoting a -0.04% change from the preceding trading day.",https://www.zacks.com/stock/news/2469611/ulta-beauty-ulta-stock-declines-while-market-improves-some-information-for-investors?cid=CS-STOCKNEWSAPI-FT-tale_of_the_tape|yseop_template_6-2469611
ULTA,2025-05-08 22:53:06,"Ulta Beauty: Earnings Inflection Catalyzed, Initiate At Buy",https://images.financialmodelingprep.com/news/ulta-beauty-earnings-inflection-catalyzed-initiate-at-buy-20250508.jpg,seekingalpha.com,"Initiate coverage on Ulta Beauty with a Buy rating and $432.81 price target, driven by strategic investments and anticipated FY26 EPS recovery. Ulta's loyalty program and e-commerce marketplace are key catalysts for high-margin growth, driving engagement and operational leverage. Near-term earnings trough in FY25 is a strategic reset, positioning for significant outperformance and margin expansion in FY26.",https://seekingalpha.com/article/4784082-ulta-beauty-stock-earnings-inflection-catalyzed-initiate-buy
ULTA,2025-05-08 10:05:57,Ulta Beauty Inc. (ULTA) Is a Trending Stock: Facts to Know Before Betting on It,https://images.financialmodelingprep.com/news/ulta-beauty-inc-ulta-is-a-trending-stock-facts-20250508.jpg,zacks.com,"Ulta (ULTA) has been one of the stocks most watched by Zacks.com users lately. So, it is worth exploring what lies ahead for the stock.",https://www.zacks.com/stock/news/2465031/ulta-beauty-inc-ulta-is-a-trending-stock-facts-to-know-before-betting-on-it?cid=CS-STOCKNEWSAPI-FT-tale_of_the_tape|most_searched_stocks-2465031
ULTA,2025-05-06 18:50:44,Ulta Beauty (ULTA) Sees a More Significant Dip Than Broader Market: Some Facts to Know,https://images.financialmodelingprep.com/news/ulta-beauty-ulta-sees-a-more-significant-dip-than-20250506.jpg,zacks.com,"Ulta Beauty (ULTA) closed the most recent trading day at $387.14, moving -1.81% from the previous trading session.",https://www.zacks.com/stock/news/2463452/ulta-beauty-ulta-sees-a-more-significant-dip-than-broader-market-some-facts-to-know?cid=CS-STOCKNEWSAPI-FT-tale_of_the_tape|yseop_template_6-2463452
ULTA,2025-04-30 18:50:33,Ulta Beauty (ULTA) Surpasses Market Returns: Some Facts Worth Knowing,https://images.financialmodelingprep.com/news/ulta-beauty-ulta-surpasses-market-returns-some-facts-worth-20250430.jpg,zacks.com,"Ulta Beauty (ULTA) concluded the recent trading session at $395.64, signifying a +1.38% move from its prior day's close.",https://www.zacks.com/stock/news/2459459/ulta-beauty-ulta-surpasses-market-returns-some-facts-worth-knowing?cid=CS-STOCKNEWSAPI-FT-tale_of_the_tape|yseop_template_6-2459459
ULTA,2025-04-29 18:55:36,Ulta Beauty (ULTA) Exceeds Market Returns: Some Facts to Consider,https://images.financialmodelingprep.com/news/ulta-beauty-ulta-exceeds-market-returns-some-facts-to-consider-20250429.jpg,zacks.com,"Ulta Beauty (ULTA) reachead $390.25 at the closing of the latest trading day, reflecting a +0.99% change compared to its last close.",https://www.zacks.com/stock/news/2458425/ulta-beauty-ulta-exceeds-market-returns-some-facts-to-consider?cid=CS-STOCKNEWSAPI-FT-tale_of_the_tape|yseop_template_6v1-2458425
ULTA,2025-04-25 10:05:48,Investors Heavily Search Ulta Beauty Inc. (ULTA): Here is What You Need to Know,https://images.financialmodelingprep.com/news/investors-heavily-search-ulta-beauty-inc-ulta-here-is-20250425.jpg,zacks.com,"Recently, Zacks.com users have been paying close attention to Ulta (ULTA). This makes it worthwhile to examine what the stock has in store.",https://www.zacks.com/stock/news/2455653/investors-heavily-search-ulta-beauty-inc-ulta-here-is-what-you-need-to-know?cid=CS-STOCKNEWSAPI-FT-tale_of_the_tape|most_searched_stocks-2455653
ULTA,2025-04-23 18:55:46,Ulta Beauty (ULTA) Stock Sinks As Market Gains: Here's Why,https://images.financialmodelingprep.com/news/ulta-beauty-ulta-stock-sinks-as-market-gains-heres-20250423.jpg,zacks.com,"The latest trading day saw Ulta Beauty (ULTA) settling at $377.74, representing a -0.25% change from its previous close.",https://www.zacks.com/stock/news/2454201/ulta-beauty-ulta-stock-sinks-as-market-gains-here-s-why?cid=CS-STOCKNEWSAPI-FT-tale_of_the_tape|yseop_template_6v1-2454201
ULTA,2025-04-21 12:25:37,ULTA vs. BBWI: Which Beauty Retailer Stock Should You Bet On?,https://images.financialmodelingprep.com/news/ulta-vs-bbwi-which-beauty-retailer-stock-should-you-20250421.jpg,zacks.com,"ULTA offers a wide product range and brand partnerships, while BBWI excels in a focused niche, has a deeper valuation discount and promises earnings growth.",https://www.zacks.com/stock/news/2451959/ulta-vs-bbwi-which-beauty-retailer-stock-should-you-bet-on?cid=CS-STOCKNEWSAPI-FT-analyst_blog|most_popular_stocks-2451959
ULTA,2025-04-17 11:50:35,Top Beauty and Cosmetics Stocks to Boost Your Portfolio,https://images.financialmodelingprep.com/news/top-beauty-and-cosmetics-stocks-to-boost-your-portfolio-20250417.jpg,zacks.com,"Leading beauty and cosmetics stocks like EL, COTY and ULTA are thriving on innovation, technological advancements and sustainability.",https://www.zacks.com/stock/news/2450844/top-beauty-and-cosmetics-stocks-to-boost-your-portfolio?cid=CS-STOCKNEWSAPI-FT-beauty_&_cosmetics-2450844
ULTA,2025-04-17 02:05:00,Ulta Beauty Names Lauren Brindley Chief Merchandising and Digital Officer,https://images.financialmodelingprep.com/news/ulta-beauty-names-lauren-brindley-chief-merchandising-and-digital-20250417.jpg,businesswire.com,"BOLINGBROOK, Ill.--(BUSINESS WIRE)--Ulta Beauty, Inc. (NASDAQ: ULTA) today announced the appointment of Lauren Brindley as Chief Merchandising and Digital Officer effective June 3, 2025. Brindley succeeds Monica Arnaudo who will retire in June. As Chief Merchandising and Digital Officer, Brindley will have executive responsibility for Ulta Beauty's merchandising, ecommerce, wellness, and marketplace strategies, while also leading the company's assortment brand building strategy. “Providing our.",https://www.businesswire.com/news/home/20250416090587/en/Ulta-Beauty-Names-Lauren-Brindley-Chief-Merchandising-and-Digital-Officer/
ULTA,2025-04-15 04:10:00,Have $500? 3 Absurdly Cheap Stocks Long-Term Investors Should Buy Right Now,https://images.financialmodelingprep.com/news/have-500-3-absurdly-cheap-stocks-longterm-investors-should-20250415.jpg,fool.com,"It's been a tough past few weeks for stocks. Despite one brilliantly bullish day last week, the S&P 500 is still down 15% from its February peak, and seemingly still testing the waters of lower lows.",https://www.fool.com/investing/2025/04/15/have-500-3-absurdly-cheap-stocks-long-term-investo/
ULTA,2025-04-11 18:55:38,Ulta Beauty (ULTA) Laps the Stock Market: Here's Why,https://images.financialmodelingprep.com/news/ulta-beauty-ulta-laps-the-stock-market-heres-why-20250411.jpg,zacks.com,"In the closing of the recent trading day, Ulta Beauty (ULTA) stood at $361.46, denoting a +1.83% change from the preceding trading day.",https://www.zacks.com/stock/news/2448017/ulta-beauty-ulta-laps-the-stock-market-here-s-why?cid=CS-STOCKNEWSAPI-FT-tale_of_the_tape|yseop_template_6v1-2448017
ULTA,2025-04-11 11:34:26,Ulta Beauty: Recession Proof Or Not?,https://images.financialmodelingprep.com/news/ulta-beauty-recession-proof-or-not-20250411.jpg,seekingalpha.com,"Ulta Beauty has shown exceptional growth with smart capital allocation and minimal debt, positioning it strongly in the market. Despite current political uncertainty and potential recession risks, Ulta's diverse product range and strong loyalty program offer resilience. Shares are currently undervalued; it's a good time to start a position with a plan to average down during potential market volatility.",https://seekingalpha.com/article/4774521-ulta-beauty-inc-recession-proof-or-not
ULTA,2025-04-08 12:35:28,How to Play Ulta Beauty Stock After a 17% Drop in Three Months,https://images.financialmodelingprep.com/news/how-to-play-ulta-beauty-stock-after-a-17-20250408.jpg,zacks.com,"ULTA's stock slump reflects category softness and rising costs, but its push in skincare, loyalty and digital may help spark a long-term recovery.",https://www.zacks.com/stock/news/2442030/how-to-play-ulta-beauty-stock-after-a-17-drop-in-three-months?cid=CS-STOCKNEWSAPI-FT-analyst_blog|most_popular_stocks-2442030
ULTA,2025-04-07 08:11:48,Ulta Beauty: A Steady Ship For Unsteady Times,https://images.financialmodelingprep.com/news/ulta-beauty-a-steady-ship-for-unsteady-times-20250407.jpg,seekingalpha.com,"Ulta Beauty's share price has dropped ~15% YTD, presenting a buying opportunity amid market panic and long-term growth potential. Despite macroeconomic headwinds and tariff concerns, Ulta's low import exposure and strong comparable sales growth make it a resilient investment. Ulta's expanding customer base, including men's fragrances and Gen Z, and strategic investments in omnichannel marketing, are driving healthy growth prospects. The company is adding 60 net-new stores in FY25.",https://seekingalpha.com/article/4773421-ulta-beauty-a-steady-ship-for-unsteady-times
ULTA,2025-04-03 12:46:07,"Ulta Beauty, Inc. (ULTA) J.P. Morgan's 11th Annual Retail Round Up Conference (Transcript)",https://images.financialmodelingprep.com/news/ulta-beauty-inc-ulta-jp-morgans-11th-annual-retail-20250403.jpg,seekingalpha.com,"Ulta Beauty, Inc. (NASDAQ:ULTA ) J.P. Morgan's 11th Annual Retail Round Up Conference April 3, 2025 10:00 AM ET Company Participants Kecia Steelman - Chief Executive Officer Paula Oyibo - Chief Financial Officer Conference Call Participants Christopher Horvers - JPMorgan Christopher Horvers Great.",https://seekingalpha.com/article/4772848-ulta-beauty-inc-ulta-j-p-morgans-11th-annual-retail-round-up-conference-transcript
ULTA,2025-04-01 16:06:00,"Ulta Beauty's troubles have ‘likely reached a bottom,' Goldman Sachs says, but other analysts cite these threats",https://images.financialmodelingprep.com/news/ulta-beautys-troubles-have-likely-reached-a-bottom-goldman-sachs-20250401.jpg,marketwatch.com,"Over the past few years, beauty-products chain Ulta Beauty Inc. has faced easing demand and stiffer competition. But analysts at Goldman Sachs on Tuesday said the company had “likely reached a bottom,” at least as it relates to those concerns.",https://www.marketwatch.com/story/ulta-beautys-troubles-have-likely-reached-a-bottom-goldman-sachs-says-but-other-analysts-cite-these-threats-7a6682c5
ULTA,2025-04-01 12:10:32,"Ulta Beauty's Q1 Comp Momentum Turns This Analyst Bullish, Plus 'Tariff Risk Is Low'",https://images.financialmodelingprep.com/news/ulta-beautys-q1-comp-momentum-turns-this-analyst-bullish-20250401.jpg,benzinga.com,"While the prestige and mass beauty industry segments in 2024 have rebounded, growth 7% and 3%, respectively, Ulta Beauty Inc ULTA is gaining back market share, according to Goldman Sachs.",https://www.benzinga.com/analyst-ratings/analyst-color/25/04/44589867/ulta-beautys-q1-comp-momentum-turns-this-analyst-bullish-plus-tariff-risk-is-low
